39, State-gov, Bachelors, Never-married, White, Male, United-States
23, Private, Assoc-acdm, Never-married, White, Male, United-States
19, Private, HS-grad, Never-married, White, Male, United-States
31, Private, Some-college, Married-civ-spouse, Amer-Indian-Eskimo, Male, United-States
35, Private, 5th-6th, Married-civ-spouse, White, Male, Mexico
29, Private, HS-grad, Divorced, White, Female, United-States
29, Local-gov, HS-grad, Never-married, Black, Female, United-States
25, Private, 10th, Separated, White, Female, United-States
46, Private, Bachelors, Divorced, White, Female, United-States
35, Private, Assoc-voc, Never-married, White, Female, United-States
20, Private, 10th, Never-married, Other, Male, United-States
24, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Female, United-States
48, Private, HS-grad, Divorced, White, Female, United-States
37, Private, HS-grad, Divorced, White, Female, United-States
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, United-States
39, Private, HS-grad, Married-civ-spouse, White, Male, United-States
29, Local-gov, Some-college, Separated, White, Female, United-States
31, Self-emp-not-inc, Assoc-voc, Divorced, White, Male, United-States
38, Private, Assoc-voc, Married-civ-spouse, White, Male, United-States
26, Self-emp-not-inc, Assoc-acdm, Never-married, White, Male, United-States
64, Private, Bachelors, Married-civ-spouse, White, Male, United-States
46, Private, Assoc-voc, Divorced, Black, Male, United-States
39, Private, HS-grad, Married-civ-spouse, White, Male, United-States
48, Private, HS-grad, Divorced, White, Female, United-States
46, Private, HS-grad, Divorced, White, Female, United-States
42, Private, Bachelors, Divorced, White, Male, United-States
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Black, Female, Dominican-Republic
50, Federal-gov, Masters, Married-civ-spouse, White, Male, United-States
24, Private, Bachelors, Never-married, White, Female, United-States
30, Private, Assoc-voc, Married-civ-spouse, White, Female, Canada
39, Self-emp-inc, Bachelors, Married-civ-spouse, White, Male, United-States
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, United-States
23, Private, 11th, Never-married, White, Female, United-States
32, Private, 10th, Separated, White, Male, United-States
69, Self-emp-inc, Bachelors, Married-civ-spouse, White, Male, United-States
55, Private, HS-grad, Separated, White, Male, United-States
41, Private, Some-college, Married-civ-spouse, White, Male, United-States
44, Self-emp-inc, Bachelors, Married-civ-spouse, White, Male, United-States
18, Private, 11th, Never-married, White, Male, United-States
74, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male, United-States
40, Private, Doctorate, Married-civ-spouse, White, Male, United-States
27, Private, HS-grad, Married-civ-spouse, White, Male, United-States
55, Private, HS-grad, Divorced, White, Female, United-States
52, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Amer-Indian-Eskimo, Male, United-States
54, Private, Some-college, Divorced, White, Female, United-States
36, Private, HS-grad, Divorced, White, Male, United-States
26, Private, HS-grad, Never-married, White, Female, United-States
18, Private, 11th, Never-married, White, Male, United-States
38, Private, HS-grad, Divorced, White, Male, United-States
50, Private, Bachelors, Married-civ-spouse, White, Male, United-States
32, Private, Some-college, Married-civ-spouse, White, Male, United-States
57, Private, Bachelors, Married-civ-spouse, White, Male, United-States
20, Private, HS-grad, Never-married, Black, Male, United-States
27, Private, Some-college, Never-married, White, Female, United-States
31, Self-emp-not-inc, Bachelors, Married-spouse-absent, White, Male, United-States
60, Private, 5th-6th, Divorced, White, Female, Puerto-Rico
52, Private, HS-grad, Divorced, White, Female, United-States
61, Private, 7th-8th, Married-civ-spouse, White, Male, United-States
57, Self-emp-not-inc, HS-grad, Widowed, White, Male, United-States
59, Self-emp-not-inc, Prof-school, Married-civ-spouse, White, Male, United-States
34, Self-emp-not-inc, HS-grad, Never-married, White, Male, United-States
31, Private, Assoc-acdm, Married-civ-spouse, Asian-Pac-Islander, Male, United-States
42, Private, HS-grad, Divorced, Black, Male, United-States
70, Private, Some-college, Never-married, White, Female, United-States
29, Private, Some-college, Married-civ-spouse, White, Male, United-States
27, Private, 11th, Never-married, Black, Male, United-States
25, Private, 12th, Married-civ-spouse, White, Female, United-States
51, Private, Bachelors, Married-civ-spouse, White, Male, United-States
35, Private, Bachelors, Married-civ-spouse, White, Male, United-States
36, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male, United-States
46, Private, Assoc-voc, Married-civ-spouse, White, Male, United-States
52, Private, Assoc-voc, Separated, White, Female, United-States
65, Private, 7th-8th, Married-civ-spouse, White, Male, United-States
43, Private, Assoc-voc, Divorced, White, Male, United-States
41, Local-gov, HS-grad, Divorced, Asian-Pac-Islander, Female, United-States
34, Private, Bachelors, Never-married, White, Female, United-States
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male, United-States
49, Federal-gov, Masters, Never-married, White, Male, United-States
21, Private, Some-college, Never-married, White, Female, United-States
20, Private, Some-college, Never-married, White, Female, United-States
18, Local-gov, 12th, Never-married, White, Male, United-States
27, Private, Some-college, Never-married, Black, Male, United-States
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, United-States
38, Private, Some-college, Divorced, White, Female, United-States
24, Private, HS-grad, Never-married, White, Male, United-States
34, Private, Some-college, Never-married, White, Male, United-States
47, Private, HS-grad, Married-civ-spouse, White, Male, United-States
27, Federal-gov, HS-grad, Separated, Black, Female, United-States
63, Private, Assoc-voc, Widowed, White, Female, United-States
34, Private, Some-college, Married-civ-spouse, Black, Male, United-States
25, Private, Some-college, Married-spouse-absent, White, Male, United-States
54, Private, HS-grad, Widowed, White, Male, United-States
35, Private, HS-grad, Divorced, White, Female, United-States
24, Private, Some-college, Married-civ-spouse, White, Male, United-States
26, Private, Some-college, Never-married, Asian-Pac-Islander, Female, United-States
59, Local-gov, Assoc-voc, Divorced, White, Female, United-States
20, Private, Some-college, Never-married, White, Female, United-States
41, Private, HS-grad, Married-civ-spouse, White, Male, United-States
51, Private, Some-college, Married-civ-spouse, White, Male, United-States
27, Private, HS-grad, Never-married, Other, Female, United-States
36, Private, HS-grad, Married-civ-spouse, White, Male, United-States
25, Private, Some-college, Never-married, White, Male, United-States
55, Private, Bachelors, Married-civ-spouse, White, Male, United-States
22, Local-gov, Some-college, Never-married, White, Female, United-States
58, State-gov, Doctorate, Married-civ-spouse, Asian-Pac-Islander, Male, India
43, Private, Some-college, Married-civ-spouse, White, Female, United-States
39, Private, Assoc-voc, Married-civ-spouse, White, Female, United-States
40, Private, 9th, Never-married, Black, Female, Haiti
46, Private, HS-grad, Divorced, White, Male, United-States
54, Federal-gov, HS-grad, Never-married, White, Female, United-States
19, Private, Some-college, Never-married, Black, Male, United-States
24, Private, HS-grad, Married-civ-spouse, White, Male, United-States
24, State-gov, Masters, Never-married, White, Male, United-States
29, Self-emp-not-inc, HS-grad, Never-married, White, Male, United-States
56, Self-emp-inc, Some-college, Married-civ-spouse, White, Male, United-States
56, Private, 11th, Divorced, White, Female, United-States
34, Private, Bachelors, Married-civ-spouse, White, Male, United-States
19, Private, 10th, Never-married, Black, Female, United-States
32, Self-emp-inc, HS-grad, Married-civ-spouse, White, Male, United-States
48, Private, HS-grad, Divorced, White, Female, United-States
47, Private, HS-grad, Married-civ-spouse, White, Male, United-States
52, Private, HS-grad, Married-civ-spouse, White, Male, United-States
40, Private, 1st-4th, Married-spouse-absent, White, Female, Dominican-Republic
28, Private, 10th, Married-civ-spouse, White, Male, United-States
41, Private, Bachelors, Married-civ-spouse, White, Male, United-States
57, Private, 1st-4th, Divorced, White, Male, Portugal
51, Private, HS-grad, Divorced, White, Female, United-States
33, Private, Some-college, Married-civ-spouse, White, Male, United-States
46, Private, Bachelors, Married-civ-spouse, White, Male, United-States
50, Private, HS-grad, Divorced, Asian-Pac-Islander, Female, Philippines
77, Self-emp-not-inc, HS-grad, Never-married, White, Male, United-States
39, Private, Masters, Never-married, Black, Male, United-States
35, Private, Assoc-acdm, Divorced, White, Female, United-States
23, Private, 10th, Never-married, Black, Female, United-States
37, Private, Assoc-voc, Divorced, White, Female, United-States
41, Private, HS-grad, Married-civ-spouse, White, Male, United-States
60, Private, Assoc-acdm, Married-civ-spouse, White, Male, United-States
32, Private, Bachelors, Never-married, White, Male, United-States
56, Federal-gov, HS-grad, Married-civ-spouse, Amer-Indian-Eskimo, Male, United-States
45, State-gov, Assoc-voc, Divorced, White, Female, United-States
24, Private, HS-grad, Divorced, White, Female, United-States
18, Private, 10th, Never-married, White, Male, United-States
31, Private, HS-grad, Married-civ-spouse, Other, Male, United-States
45, Private, Bachelors, Married-civ-spouse, White, Male, United-States
23, Private, Some-college, Never-married, White, Female, United-States
45, State-gov, Some-college, Married-civ-spouse, White, Male, United-States
18, Private, 11th, Never-married, Amer-Indian-Eskimo, Female, United-States
25, Private, HS-grad, Married-civ-spouse, Black, Male, United-States
31, State-gov, HS-grad, Married-civ-spouse, White, Male, United-States
19, Private, HS-grad, Never-married, White, Male, United-States
41, Private, Bachelors, Married-civ-spouse, White, Male, United-States
74, Private, Prof-school, Widowed, Black, Female, United-States
27, Private, 5th-6th, Never-married, White, Male, Mexico
23, Private, HS-grad, Never-married, White, Female, United-States
31, Private, Assoc-voc, Married-civ-spouse, White, Male, United-States
40, Self-emp-inc, HS-grad, Married-civ-spouse, White, Male, United-States
41, Federal-gov, HS-grad, Married-civ-spouse, White, Male, United-States
25, Private, Masters, Never-married, White, Male, United-States
42, Private, HS-grad, Married-civ-spouse, Amer-Indian-Eskimo, Male, United-States
24, Private, Bachelors, Never-married, White, Female, United-States
42, Private, Assoc-acdm, Married-civ-spouse, White, Male, United-States
45, Self-emp-not-inc, 10th, Married-civ-spouse, White, Male, United-States
52, Federal-gov, HS-grad, Married-civ-spouse, White, Male, United-States
34, Private, Assoc-voc, Divorced, White, Male, United-States
32, Private, HS-grad, Never-married, White, Male, United-States
54, Private, HS-grad, Married-civ-spouse, White, Male, United-States
42, Federal-gov, 11th, Never-married, White, Male, United-States
32, Private, Bachelors, Married-civ-spouse, White, Male, United-States
55, Self-emp-inc, Bachelors, Married-civ-spouse, White, Male, United-States
52, State-gov, Masters, Married-civ-spouse, White, Male, United-States
21, State-gov, Some-college, Never-married, White, Female, United-States
33, Private, Bachelors, Married-civ-spouse, White, Female, United-States
27, Self-emp-not-inc, 11th, Married-civ-spouse, White, Male, United-States
42, Local-gov, Bachelors, Divorced, White, Female, United-States
27, Self-emp-inc, Some-college, Never-married, White, Female, United-States
47, Private, Assoc-voc, Married-civ-spouse, White, Male, United-States
19, Private, HS-grad, Never-married, White, Female, United-States
46, Private, Some-college, Married-civ-spouse, White, Male, United-States
55, Self-emp-not-inc, HS-grad, Widowed, White, Female, Nicaragua
50, Private, 7th-8th, Married-civ-spouse, Other, Male, Dominican-Republic
32, Private, Some-college, Never-married, White, Female, United-States
28, Private, HS-grad, Married-civ-spouse, White, Female, United-States
23, Private, HS-grad, Never-married, Black, Female, United-States
43, Private, Masters, Married-spouse-absent, White, Male, United-States
34, Private, Bachelors, Married-civ-spouse, White, Male, Iran
19, Private, Some-college, Never-married, Asian-Pac-Islander, Male, Vietnam
37, Private, Some-college, Married-civ-spouse, Asian-Pac-Islander, Male, United-States
27, Private, Bachelors, Never-married, Asian-Pac-Islander, Female, Hong
18, Private, HS-grad, Never-married, White, Female, United-States
31, Private, Some-college, Widowed, White, Female, United-States
49, Private, HS-grad, Married-civ-spouse, White, Male, United-States
26, Federal-gov, Prof-school, Married-civ-spouse, White, Male, Columbia
48, Private, HS-grad, Married-civ-spouse, White, Male, United-States
39, Private, HS-grad, Married-civ-spouse, Black, Male, United-States
41, Private, HS-grad, Separated, White, Female, United-States
48, State-gov, Assoc-voc, Divorced, White, Female, United-States
40, Private, Bachelors, Divorced, White, Female, United-States
70, Private, Bachelors, Married-civ-spouse, White, Male, United-States
20, Private, HS-grad, Never-married, White, Male, United-States
38, Private, 5th-6th, Married-civ-spouse, White, Male, Mexico
37, Self-emp-not-inc, Some-college, Separated, White, Female, Cuba
49, Private, Some-college, Widowed, White, Female, United-States
51, Private, HS-grad, Married-civ-spouse, White, Male, United-States
43, Private, 1st-4th, Never-married, White, Male, United-States
38, Private, Prof-school, Never-married, White, Male, United-States
23, Private, 7th-8th, Never-married, White, Male, Mexico
34, Private, HS-grad, Married-civ-spouse, White, Male, United-States
33, Private, Some-college, Never-married, White, Male, United-States
31, Private, Some-college, Never-married, White, Female, United-States
64, Private, Some-college, Widowed, White, Female, United-States
26, Local-gov, Bachelors, Married-civ-spouse, White, Male, El-Salvador
55, Private, Some-college, Married-civ-spouse, White, Male, United-States
61, Local-gov, Bachelors, Married-spouse-absent, White, Male, United-States
37, Private, HS-grad, Married-civ-spouse, White, Male, United-States
78, Local-gov, Bachelors, Married-civ-spouse, White, Male, United-States
27, Federal-gov, Some-college, Never-married, Black, Female, United-States
49, Private, HS-grad, Divorced, White, Male, United-States
55, State-gov, Masters, Married-civ-spouse, White, Male, United-States
42, Private, Bachelors, Married-civ-spouse, White, Male, United-States
61, Private, 9th, Married-civ-spouse, White, Male, United-States
64, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male, United-States
46, Local-gov, HS-grad, Married-civ-spouse, White, Male, United-States
24, Private, Bachelors, Never-married, White, Male, United-States
27, Private, Some-college, Married-civ-spouse, White, Male, United-States
47, Private, HS-grad, Married-civ-spouse, White, Male, United-States
18, Private, Some-college, Divorced, White, Male, United-States
48, Private, HS-grad, Married-civ-spouse, White, Male, United-States
50, Self-emp-not-inc, HS-grad, Divorced, White, Male, United-States
40, State-gov, Masters, Divorced, White, Female, United-States
56, Self-emp-not-inc, 10th, Divorced, White, Male, United-States
34, Private, HS-grad, Never-married, White, Female, United-States
56, Federal-gov, Bachelors, Married-civ-spouse, White, Male, United-States
18, Private, 11th, Never-married, White, Male, United-States
21, Private, Some-college, Never-married, White, Female, United-States
40, Private, HS-grad, Divorced, White, Female, United-States
27, Local-gov, HS-grad, Married-civ-spouse, White, Male, United-States
52, Self-emp-not-inc, Prof-school, Married-civ-spouse, White, Male, United-States
46, Private, HS-grad, Divorced, White, Female, United-States
23, Private, HS-grad, Never-married, White, Female, United-States
50, Private, Some-college, Married-civ-spouse, White, Male, United-States
19, Private, Some-college, Never-married, White, Male, United-States
20, Private, HS-grad, Never-married, White, Male, United-States
39, Private, Some-college, Divorced, White, Female, United-States
24, Private, 11th, Never-married, White, Male, United-States
72, Private, Assoc-voc, Widowed, White, Female, United-States
42, State-gov, Masters, Married-civ-spouse, White, Female, United-States
51, Private, Bachelors, Divorced, Amer-Indian-Eskimo, Male, United-States
39, Private, HS-grad, Married-civ-spouse, White, Male, United-States
40, Local-gov, Some-college, Never-married, Amer-Indian-Eskimo, Female, United-States
34, Private, Some-college, Married-civ-spouse, White, Male, United-States
19, Private, 11th, Never-married, White, Male, Mexico
26, Private, HS-grad, Never-married, White, Female, United-States
45, Local-gov, Bachelors, Divorced, White, Female, United-States
28, Private, Masters, Never-married, White, Female, United-States
30, Federal-gov, Bachelors, Never-married, White, Male, United-States
32, Private, HS-grad, Never-married, White, Female, United-States
19, Private, Some-college, Never-married, White, Female, United-States
21, Private, HS-grad, Never-married, White, Male, United-States
54, Private, HS-grad, Married-civ-spouse, Black, Female, United-States
62, Private, Prof-school, Married-civ-spouse, White, Male, United-States
25, Private, Some-college, Never-married, White, Male, United-States
49, Self-emp-inc, Some-college, Divorced, White, Female, United-States
32, Private, HS-grad, Married-civ-spouse, White, Male, United-States
37, Local-gov, HS-grad, Married-civ-spouse, White, Male, United-States
58, Private, HS-grad, Divorced, White, Female, United-States
37, Private, Some-college, Married-civ-spouse, White, Female, United-States
41, Private, HS-grad, Never-married, White, Female, United-States
38, Private, Bachelors, Married-civ-spouse, White, Male, United-States
47, State-gov, HS-grad, Married-civ-spouse, White, Male, United-States
42, Private, HS-grad, Divorced, Black, Male, United-States
30, State-gov, HS-grad, Married-civ-spouse, White, Male, United-States
43, Private, Some-college, Married-civ-spouse, White, Male, United-States
34, Private, HS-grad, Married-civ-spouse, Black, Male, United-States
57, Private, Some-college, Divorced, White, Female, United-States
46, Private, 11th, Married-civ-spouse, White, Male, United-States
32, Private, Some-college, Married-civ-spouse, White, Male, United-States
20, Private, 9th, Never-married, White, Female, Nicaragua
47, Private, Assoc-voc, Divorced, White, Male, United-States
53, Self-emp-not-inc, 7th-8th, Married-civ-spouse, White, Male, Greece
43, Private, Bachelors, Married-civ-spouse, White, Male, United-States
80, Self-emp-not-inc, 7th-8th, Married-civ-spouse, White, Male, United-States
24, Private, Some-college, Never-married, White, Female, Mexico
43, Local-gov, Masters, Married-civ-spouse, White, Male, United-States
22, Private, HS-grad, Never-married, White, Male, United-States
40, Private, Some-college, Separated, Black, Male, United-States
48, Private, HS-grad, Married-civ-spouse, White, Male, United-States
51, Private, HS-grad, Married-civ-spouse, White, Male, United-States
24, Federal-gov, HS-grad, Never-married, White, Female, United-States
19, Private, HS-grad, Never-married, White, Female, United-States
34, Private, Some-college, Divorced, White, Female, United-States
24, Private, HS-grad, Never-married, White, Male, United-States
41, Private, Bachelors, Married-civ-spouse, White, Male, Canada
24, Private, HS-grad, Divorced, White, Female, United-States
22, Local-gov, Some-college, Never-married, White, Male, United-States
32, Federal-gov, Some-college, Divorced, White, Female, United-States
41, Private, Bachelors, Divorced, White, Female, United-States
20, Private, Some-college, Never-married, White, Male, United-States
31, Private, HS-grad, Never-married, Black, Male, United-States
55, Private, Bachelors, Married-civ-spouse, White, Male, United-States
26, Private, Bachelors, Never-married, White, Male, United-States
27, Self-emp-not-inc, HS-grad, Divorced, White, Male, United-States
35, Private, HS-grad, Separated, White, Female, United-States
40, Private, HS-grad, Divorced, White, Male, Greece
59, Private, Some-college, Married-civ-spouse, White, Male, United-States
61, Private, Some-college, Married-civ-spouse, White, Male, United-States
31, Private, HS-grad, Never-married, Black, Female, United-States
43, Federal-gov, Masters, Divorced, White, Male, United-States
61, Private, 5th-6th, Never-married, Black, Male, United-States
54, Private, Assoc-acdm, Widowed, White, Female, United-States
30, Private, Some-college, Married-civ-spouse, White, Male, United-States
20, Private, Some-college, Never-married, White, Female, United-States
27, State-gov, Masters, Never-married, White, Female, Germany
44, Self-emp-inc, Some-college, Divorced, White, Male, United-States
64, Private, Some-college, Widowed, White, Female, Cuba
55, Private, HS-grad, Divorced, White, Female, United-States
34, Private, HS-grad, Divorced, White, Male, United-States
61, Private, HS-grad, Widowed, White, Female, United-States
34, Private, HS-grad, Divorced, Black, Female, United-States
47, Self-emp-inc, Prof-school, Married-civ-spouse, White, Male, United-States
26, Private, Bachelors, Never-married, White, Male, United-States
35, Private, 11th, Never-married, Amer-Indian-Eskimo, Male, United-States
36, Private, Bachelors, Married-civ-spouse, White, Male, United-States
47, Private, Bachelors, Married-civ-spouse, White, Male, United-States
17, Private, 11th, Never-married, Black, Female, United-States
35, Private, Some-college, Married-civ-spouse, White, Male, United-States
33, Private, Masters, Never-married, White, Male, United-States
25, Private, Assoc-acdm, Married-civ-spouse, White, Female, United-States
18, Private, 10th, Never-married, White, Male, United-States
47, State-gov, Masters, Separated, White, Male, United-States
44, Private, HS-grad, Widowed, Black, Female, United-States
41, Private, HS-grad, Divorced, White, Female, United-States
30, Private, Bachelors, Never-married, White, Female, United-States
53, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male, United-States
53, Private, HS-grad, Widowed, Black, Female, United-States
40, Private, HS-grad, Married-civ-spouse, White, Female, United-States
24, Private, Some-college, Never-married, White, Male, United-States
27, Private, Bachelors, Never-married, White, Male, United-States
50, Private, 5th-6th, Married-civ-spouse, White, Male, Mexico
36, Private, 11th, Married-civ-spouse, White, Male, United-States
41, Private, 1st-4th, Married-civ-spouse, White, Male, Mexico
41, Private, Masters, Never-married, White, Female, United-States
31, Private, HS-grad, Never-married, White, Female, United-States
32, Federal-gov, Bachelors, Married-civ-spouse, White, Male, United-States
22, Private, Some-college, Never-married, White, Male, United-States
22, Private, 10th, Divorced, White, Male, United-States
18, Local-gov, 12th, Never-married, White, Male, United-States
39, Private, Bachelors, Married-civ-spouse, Black, Male, United-States
38, Private, HS-grad, Married-civ-spouse, White, Female, United-States
35, State-gov, HS-grad, Married-civ-spouse, White, Male, United-States
23, Private, Some-college, Never-married, White, Male, United-States
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male, United-States
36, Private, Masters, Married-civ-spouse, White, Male, United-States
63, Local-gov, HS-grad, Married-civ-spouse, White, Male, United-States
39, Private, Some-college, Married-civ-spouse, White, Male, United-States
57, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male, United-States
58, Self-emp-inc, Prof-school, Married-civ-spouse, White, Male, United-States
29, Private, Bachelors, Never-married, Asian-Pac-Islander, Female, Japan
17, Private, 11th, Never-married, White, Female, United-States
40, Private, HS-grad, Divorced, White, Male, United-States
69, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Female, United-States
28, Private, 10th, Divorced, White, Female, United-States
38, Private, 9th, Married-civ-spouse, White, Male, United-States
44, Private, Prof-school, Never-married, White, Male, United-States
45, Local-gov, Prof-school, Divorced, Black, Female, United-States
33, State-gov, Bachelors, Married-civ-spouse, Black, Male, United-States
41, Local-gov, Some-college, Married-civ-spouse, White, Male, United-States
37, Self-emp-inc, HS-grad, Married-civ-spouse, White, Male, United-States
50, Private, Some-college, Married-civ-spouse, White, Male, United-States
48, Private, Bachelors, Married-civ-spouse, White, Male, United-States
36, Private, Some-college, Married-civ-spouse, White, Male, United-States
21, Private, Some-college, Never-married, White, Female, United-States
37, Private, Assoc-acdm, Married-civ-spouse, White, Male, United-States
20, State-gov, Some-college, Never-married, White, Female, United-States
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Female, United-States
28, Private, HS-grad, Separated, White, Female, United-States
27, Private, Some-college, Never-married, White, Male, United-States
33, Private, Assoc-voc, Never-married, Black, Female, United-States
40, Self-emp-not-inc, Prof-school, Never-married, White, Male, United-States
47, Private, Masters, Married-civ-spouse, White, Male, United-States
44, Private, 1st-4th, Never-married, White, Female, El-Salvador
25, Private, 12th, Never-married, White, Male, United-States
35, Private, Bachelors, Married-civ-spouse, White, Male, United-States
29, Private, Some-college, Married-civ-spouse, White, Female, United-States
30, Private, HS-grad, Divorced, White, Male, United-States
30, Private, Some-college, Married-civ-spouse, White, Male, United-States
56, Self-emp-not-inc, 7th-8th, Divorced, White, Female, United-States
25, Self-emp-not-inc, Bachelors, Never-married, White, Male, United-States
28, Private, HS-grad, Never-married, Black, Male, United-States
43, Self-emp-not-inc, 9th, Married-civ-spouse, White, Male, United-States
47, Local-gov, HS-grad, Married-civ-spouse, White, Male, United-States
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male, United-States
41, State-gov, Masters, Divorced, White, Female, United-States
38, Federal-gov, Assoc-acdm, Married-civ-spouse, White, Female, United-States
29, Private, HS-grad, Never-married, Black, Male, United-States
25, Private, 5th-6th, Never-married, White, Male, Mexico
56, Private, 11th, Married-civ-spouse, White, Male, United-States
31, Private, 7th-8th, Married-civ-spouse, White, Male, United-States
22, Private, 11th, Never-married, White, Male, United-States
31, Private, HS-grad, Never-married, White, Male, United-States
28, Private, Some-college, Separated, White, Female, United-States
53, Private, Bachelors, Married-civ-spouse, Black, Male, United-States
45, Private, Masters, Divorced, White, Female, United-States
71, Private, Preschool, Widowed, Black, Male, United-States
39, Private, HS-grad, Married-civ-spouse, White, Male, United-States
19, Federal-gov, HS-grad, Married-AF-spouse, White, Female, United-States
34, Local-gov, Bachelors, Divorced, White, Female, United-States
36, Private, HS-grad, Married-civ-spouse, White, Male, United-States
40, Private, HS-grad, Married-spouse-absent, White, Female, United-States
90, Private, Some-college, Separated, White, Female, Puerto-Rico
56, Private, Prof-school, Married-civ-spouse, White, Male, United-States
21, Private, HS-grad, Never-married, White, Female, United-States
48, Private, Bachelors, Married-civ-spouse, White, Male, United-States
45, Private, Some-college, Separated, White, Female, United-States
46, Private, HS-grad, Married-civ-spouse, White, Male, United-States
64, Private, 10th, Separated, White, Female, United-States
29, Local-gov, Masters, Never-married, Asian-Pac-Islander, Male, Taiwan
22, Private, HS-grad, Divorced, White, Female, Germany
47, Private, HS-grad, Married-civ-spouse, White, Male, Italy
67, Self-emp-inc, Bachelors, Married-civ-spouse, White, Male, United-States
43, Private, HS-grad, Married-civ-spouse, White, Male, United-States
42, Private, Some-college, Married-civ-spouse, White, Male, United-States
31, Private, Some-college, Married-civ-spouse, White, Male, United-States
53, Private, 11th, Divorced, White, Female, United-States
81, Private, 9th, Widowed, Black, Female, United-States
33, Local-gov, HS-grad, Divorced, White, Female, United-States
17, Private, 12th, Never-married, White, Female, United-States
28, Private, HS-grad, Never-married, White, Male, United-States
24, Private, Some-college, Never-married, White, Female, United-States
40, Private, HS-grad, Separated, White, Female, United-States
30, Local-gov, Masters, Never-married, White, Female, United-States
24, Private, 11th, Never-married, White, Female, United-States
26, Private, Masters, Married-civ-spouse, White, Female, United-States
38, Private, Some-college, Divorced, White, Female, United-States
30, Private, HS-grad, Married-civ-spouse, White, Male, United-States
33, Private, Bachelors, Married-civ-spouse, White, Male, United-States
40, Private, HS-grad, Married-civ-spouse, White, Male, United-States
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, United-States
23, Private, 7th-8th, Never-married, White, Male, United-States
56, Private, HS-grad, Divorced, Black, Male, United-States
42, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, White, Male, United-States
40, Private, HS-grad, Never-married, White, Male, Canada
49, Private, Assoc-acdm, Married-civ-spouse, White, Female, United-States
52, Private, HS-grad, Divorced, Black, Female, United-States
28, Private, Bachelors, Never-married, White, Female, United-States
35, Private, 10th, Married-civ-spouse, White, Male, United-States
43, Self-emp-not-inc, HS-grad, Never-married, White, Male, United-States
29, Self-emp-not-inc, Prof-school, Never-married, White, Male, Italy
23, Private, Bachelors, Never-married, White, Male, United-States
50, Local-gov, Some-college, Married-civ-spouse, White, Male, United-States
34, Private, Some-college, Never-married, Black, Male, United-States
19, Private, HS-grad, Never-married, White, Male, United-States
47, Private, 11th, Married-civ-spouse, Black, Female, United-States
37, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male, United-States
25, Private, HS-grad, Never-married, Black, Female, United-States
75, Private, Some-college, Married-civ-spouse, White, Male, United-States
24, Private, HS-grad, Married-civ-spouse, White, Male, United-States
28, State-gov, Bachelors, Never-married, Asian-Pac-Islander, Male, United-States
17, Local-gov, 11th, Never-married, White, Female, United-States
31, Private, HS-grad, Never-married, Black, Male, United-States
31, Private, Preschool, Never-married, White, Female, Mexico
45, Private, Bachelors, Married-civ-spouse, White, Male, United-States
31, Private, HS-grad, Never-married, White, Male, United-States
27, Private, Bachelors, Married-civ-spouse, White, Male, United-States
48, Private, Some-college, Widowed, Black, Female, United-States
34, Private, Bachelors, Married-civ-spouse, Black, Male, United-States
26, Private, HS-grad, Never-married, Black, Female, United-States
53, Private, Some-college, Married-civ-spouse, White, Male, United-States
60, Private, Bachelors, Married-civ-spouse, White, Male, United-States
49, Local-gov, Masters, Separated, White, Female, United-States
40, Private, Some-college, Divorced, White, Female, United-States
48, Self-emp-inc, 10th, Married-civ-spouse, White, Male, United-States
23, Private, Bachelors, Never-married, White, Male, United-States
42, Private, Assoc-voc, Married-civ-spouse, White, Male, United-States
37, Self-emp-not-inc, HS-grad, Never-married, White, Male, United-States
27, Private, HS-grad, Never-married, White, Female, United-States
38, Private, Some-college, Married-civ-spouse, White, Male, United-States
27, Private, HS-grad, Never-married, White, Male, Ireland
75, Private, HS-grad, Widowed, White, Female, United-States
49, Self-emp-inc, Bachelors, Married-civ-spouse, White, Male, United-States
27, Private, Some-college, Never-married, White, Male, United-States
36, Self-emp-not-inc, Bachelors, Never-married, White, Male, Mexico
36, Private, Bachelors, Married-civ-spouse, White, Male, United-States
35, Private, HS-grad, Divorced, White, Male, United-States
36, Private, HS-grad, Married-civ-spouse, White, Male, United-States
